Player Name,Team,Season
Chucky Brown,CLE,1992
Brad Daugherty,CLE,1992
Craig Ehlo,CLE,1992
Danny Ferry,CLE,1992
Henry James,CLE,1992
Steve Kerr,CLE,1992
John Morton,CLE,1992
Larry Nance,CLE,1992
Jimmy Oliver,CLE,1992
Bobby Phills,CLE,1992
Mark Price,CLE,1992
Mike Sanders,CLE,1992
Hot Rod Williams,CLE,1992
Milos Babic,CLE,1991
Winston Bennett,CLE,1991
Chucky Brown,CLE,1991
Derrick Chievous,CLE,1991
Brad Daugherty,CLE,1991
Craig Ehlo,CLE,1991
Danny Ferry,CLE,1991
Henry James,CLE,1991
Steve Kerr,CLE,1991
John Morton,CLE,1991
Larry Nance,CLE,1991
Gerald Paddio,CLE,1991
Mark Price,CLE,1991
Darnell Valentine,CLE,1991
Hot Rod Williams,CLE,1991
Mike Woodson,CLE,1991
Winston Bennett,CLE,1990
Chucky Brown,CLE,1990
Derrick Chievous,CLE,1990
Brad Daugherty,CLE,1990
Chris Dudley,CLE,1990
Craig Ehlo,CLE,1990
Ron Harper,CLE,1990
Steve Kerr,CLE,1990
Randolph Keys,CLE,1990
Paul Mokeski,CLE,1990
John Morton,CLE,1990
Larry Nance,CLE,1990
Mark Price,CLE,1990
Tree Rollins,CLE,1990
Gary Voce,CLE,1990
Hot Rod Williams,CLE,1990
Reggie Williams,CLE,1990
Brad Daugherty,CLE,1989
Chris Dudley,CLE,1989
Craig Ehlo,CLE,1989
Ron Harper,CLE,1989
Phil Hubbard,CLE,1989
Randolph Keys,CLE,1989
Larry Nance,CLE,1989
Mark Price,CLE,1989
Tree Rollins,CLE,1989
Mike Sanders,CLE,1989
Darnell Valentine,CLE,1989
Hot Rod Williams,CLE,1989
Kent Benson,CLE,1988
Tyrone Corbin,CLE,1988
Dell Curry,CLE,1988
Brad Daugherty,CLE,1988
Chris Dudley,CLE,1988
Craig Ehlo,CLE,1988
Ron Harper,CLE,1988
Kevin Henderson,CLE,1988
Phil Hubbard,CLE,1988
Kannard Johnson,CLE,1988
Kevin Johnson,CLE,1988
Larry Nance,CLE,1988
Mark Price,CLE,1988
Johnny Rogers,CLE,1988
Mike Sanders,CLE,1988
Mark West,CLE,1988
Hot Rod Williams,CLE,1988
John Bagley,CLE,1987
Tyrone Corbin,CLE,1987
Brad Daugherty,CLE,1987
Craig Ehlo,CLE,1987
Ron Harper,CLE,1987
Phil Hubbard,CLE,1987
Keith Lee,CLE,1987
Scooter McCray,CLE,1987
Dirk Minniefield,CLE,1987
Johnny Newman,CLE,1987
Ben Poquette,CLE,1987
Mark Price,CLE,1987
Melvin Turpin,CLE,1987
Mark West,CLE,1987
Hot Rod Williams,CLE,1987
Ron Anderson,CLE,1986
John Bagley,CLE,1986
Ron Brewer,CLE,1986
Johnny Davis,CLE,1986
World B. Free,CLE,1986
Roy Hinson,CLE,1986
Phil Hubbard,CLE,1986
Eddie Johnson,CLE,1986
Edgar Jones,CLE,1986
Keith Lee,CLE,1986
Ben McDonald,CLE,1986
Dirk Minniefield,CLE,1986
Ben Poquette,CLE,1986
Lonnie Shelton,CLE,1986
Melvin Turpin,CLE,1986
Mark West,CLE,1986
Ennis Whatley,CLE,1986
Ron Anderson,CLE,1985
John Bagley,CLE,1985
Jeff Cook,CLE,1985
Johnny Davis,CLE,1985
World B. Free,CLE,1985
Butch Graves,CLE,1985
Roy Hinson,CLE,1985
Phil Hubbard,CLE,1985
Geoff Huston,CLE,1985
Edgar Jones,CLE,1985
Ben Poquette,CLE,1985
Campy Russell,CLE,1985
Lonnie Shelton,CLE,1985
Robert Smith,CLE,1985
Paul Thompson,CLE,1985
Melvin Turpin,CLE,1985
Mark West,CLE,1985
Kevin Williams,CLE,1985
Michael Wilson,CLE,1985
John Bagley,CLE,1984
Jeff Cook,CLE,1984
Geoff Crompton,CLE,1984
World B. Free,CLE,1984
John Garris,CLE,1984
Stewart Granger,CLE,1984
Roy Hinson,CLE,1984
Phil Hubbard,CLE,1984
Geoff Huston,CLE,1984
Ben Poquette,CLE,1984
Cliff Robinson,CLE,1984
Lonnie Shelton,CLE,1984
Paul Thompson,CLE,1984
John Bagley,CLE,1983
Ron Brewer,CLE,1983
Jeff Cook,CLE,1983
James Edwards,CLE,1983
Bruce Flowers,CLE,1983
World B. Free,CLE,1983
Steve Hayes,CLE,1983
Phil Hubbard,CLE,1983
Geoff Huston,CLE,1983
Larry Kenon,CLE,1983
Sam Lacey,CLE,1983
Dave Magley,CLE,1983
Paul Mokeski,CLE,1983
Carl Nicks,CLE,1983
Cliff Robinson,CLE,1983
Darren Tillis,CLE,1983
Scott Wedman,CLE,1983
Bob Wilkerson,CLE,1983
Mel Bennett,CLE,1982
Brad Branson,CLE,1982
Ron Brewer,CLE,1982
Kenny Carr,CLE,1982
Mickey Dillard,CLE,1982
James Edwards,CLE,1982
Mike Evans,CLE,1982
Don Ford,CLE,1982
Keith Herron,CLE,1982
Phil Hubbard,CLE,1982
Geoff Huston,CLE,1982
Reggie Johnson,CLE,1982
Bill Laimbeer,CLE,1982
Mike Mitchell,CLE,1982
Paul Mokeski,CLE,1982
Lowes Moore,CLE,1982
Roger Phegley,CLE,1982
Kevin Restani,CLE,1982
Cliff Robinson,CLE,1982
James Silas,CLE,1982
Richard Washington,CLE,1982
Scott Wedman,CLE,1982
Bob Wilkerson,CLE,1982
Mike Bratz,CLE,1981
Mack Calvin,CLE,1981
Kenny Carr,CLE,1981
Don Ford,CLE,1981
Kim Hughes,CLE,1981
Geoff Huston,CLE,1981
Walter Jordan,CLE,1981
Chad Kinch,CLE,1981
Bill Laimbeer,CLE,1981
John Lambert,CLE,1981
Mike Mitchell,CLE,1981
Roger Phegley,CLE,1981
Bill Robinzine,CLE,1981
Dave Robisch,CLE,1981
Randy Smith,CLE,1981
Robert Smith,CLE,1981
Richard Washington,CLE,1981
Jerome Whitehead,CLE,1981
Austin Carr,CLE,1980
Kenny Carr,CLE,1980
Don Ford,CLE,1980
Walt Frazier,CLE,1980
John Lambert,CLE,1980
Butch Lee,CLE,1980
Mike Mitchell,CLE,1980
Dave Robisch,CLE,1980
Campy Russell,CLE,1980
Bingo Smith,CLE,1980
Randy Smith,CLE,1980
Willie Smith,CLE,1980
Earl Tatum,CLE,1980
Foots Walker,CLE,1980
Bill Willoughby,CLE,1980
Jim Brewer,CLE,1979
Austin Carr,CLE,1979
Jim Chones,CLE,1979
Harry Davis,CLE,1979
Walt Frazier,CLE,1979
Terry Furlow,CLE,1979
Kenny Higgs,CLE,1979
John Lambert,CLE,1979
Butch Lee,CLE,1979
Mike Mitchell,CLE,1979
Campy Russell,CLE,1979
Bingo Smith,CLE,1979
Elmore Smith,CLE,1979
Foots Walker,CLE,1979
Jim Brewer,CLE,1978
Austin Carr,CLE,1978
Jim Chones,CLE,1978
Walt Frazier,CLE,1978
Terry Furlow,CLE,1978
Eddie Jordan,CLE,1978
John Lambert,CLE,1978
Campy Russell,CLE,1978
Bingo Smith,CLE,1978
Elmore Smith,CLE,1978
Dick Snyder,CLE,1978
Foots Walker,CLE,1978
Jim Brewer,CLE,1977
Gary Brokaw,CLE,1977
Austin Carr,CLE,1977
Jim Chones,CLE,1977
Jim Cleamons,CLE,1977
Rowland Garrett,CLE,1977
Mo Howard,CLE,1977
John Lambert,CLE,1977
Campy Russell,CLE,1977
Bingo Smith,CLE,1977
Elmore Smith,CLE,1977
Dick Snyder,CLE,1977
Nate Thurmond,CLE,1977
Foots Walker,CLE,1977
Chuckie Williams,CLE,1977
Butch Beard,CLE,1976
Jim Brewer,CLE,1976
Austin Carr,CLE,1976
Jim Chones,CLE,1976
Jim Cleamons,CLE,1976
Eric Fernsten,CLE,1976
Rowland Garrett,CLE,1976
John Lambert,CLE,1976
Steve Patterson,CLE,1976
Campy Russell,CLE,1976
Bingo Smith,CLE,1976
Dick Snyder,CLE,1976
Nate Thurmond,CLE,1976
Foots Walker,CLE,1976
Luke Witte,CLE,1976
Jim Brewer,CLE,1975
Austin Carr,CLE,1975
Jim Chones,CLE,1975
Jim Cleamons,CLE,1975
Dwight Davis,CLE,1975
Fred Foster,CLE,1975
Steve Patterson,CLE,1975
Campy Russell,CLE,1975
Bingo Smith,CLE,1975
Dick Snyder,CLE,1975
Foots Walker,CLE,1975
Luke Witte,CLE,1975
Jim Brewer,CLE,1974
Austin Carr,CLE,1974
Jim Cleamons,CLE,1974
Barry Clemens,CLE,1974
Dwight Davis,CLE,1974
Fred Foster,CLE,1974
Steve Patterson,CLE,1974
Bob Rule,CLE,1974
Bingo Smith,CLE,1974
Cornell Warner,CLE,1974
John Warren,CLE,1974
Lenny Wilkens,CLE,1974
Luke Witte,CLE,1974
Austin Carr,CLE,1973
Jim Cleamons,CLE,1973
Barry Clemens,CLE,1973
Charlie Davis,CLE,1973
Dwight Davis,CLE,1973
John Johnson,CLE,1973
Steve Patterson,CLE,1973
Rick Roberson,CLE,1973
Bob Rule,CLE,1973
Bingo Smith,CLE,1973
Dave Sorenson,CLE,1973
Cornell Warner,CLE,1973
John Warren,CLE,1973
Walt Wesley,CLE,1973
Lenny Wilkens,CLE,1973
Butch Beard,CLE,1972
Austin Carr,CLE,1972
Charlie Davis,CLE,1972
Greg Howard,CLE,1972
John Johnson,CLE,1972
Steve Patterson,CLE,1972
Luther Rackley,CLE,1972
Jackie Ridgle,CLE,1972
Rick Roberson,CLE,1972
Bingo Smith,CLE,1972
Dave Sorenson,CLE,1972
John Warren,CLE,1972
Bobby Washington,CLE,1972
Walt Wesley,CLE,1972
Cliff Anderson,CLE,1971
Len Chappell,CLE,1971
Joe Cooke,CLE,1971
Johnny Egan,CLE,1971
Gary Freeman,CLE,1971
John Johnson,CLE,1971
Bobby Lewis,CLE,1971
McCoy McLemore,CLE,1971
Larry Mikan,CLE,1971
Luther Rackley,CLE,1971
Bingo Smith,CLE,1971
Dave Sorenson,CLE,1971
Gary Suiter,CLE,1971
John Warren,CLE,1971
Bobby Washington,CLE,1971
Walt Wesley,CLE,1971
Wesley Matthews,DAL,2019
J.J. Barea,DAL,2019
Harrison Barnes,DAL,2019
Dwight Powell,DAL,2019
Dorian Finney-Smith,DAL,2019
Chinanu Onuaku,DAL,2019
Dennis Smith Jr.,DAL,2019
Maxi Kleber,DAL,2019
DeAndre Jordan,DAL,2019
Luka Doncic,DAL,2019
Ryan Broekhoff,DAL,2019
Kostas Antetokounmpo,DAL,2019
Jalen Brunson,DAL,2019
Ray Spalding,DAL,2019
Dirk Nowitzki,DAL,2019
Ding Yanyuhang,DAL,2019
Daryl Macon,DAL,2019
Terry Larrier,DAL,2019
Codi Miller-McIntyre,DAL,2019
Salah Mejri,DAL,2019
J.J. Barea,DAL,2018
Harrison Barnes,DAL,2018
Gian Clavell,DAL,2018
Antonius Cleveland,DAL,2018
Kyle Collinsworth,DAL,2018
Yogi Ferrell,DAL,2018
Dorian Finney-Smith,DAL,2018
Devin Harris,DAL,2018
Aaron Harrison,DAL,2018
Scotty Hopson,DAL,2018
Jalen Jones,DAL,2018
Maxi Kleber,DAL,2018
Wesley Matthews,DAL,2018
Doug McDermott,DAL,2018
Josh McRoberts,DAL,2018
Salah Mejri,DAL,2018
Johnathan Motley,DAL,2018
Nerlens Noel,DAL,2018
Dirk Nowitzki,DAL,2018
Dwight Powell,DAL,2018
Dennis Smith,DAL,2018
Jameel Warney,DAL,2018
Jeff Withey,DAL,2018
Quincy Acy,DAL,2017
Justin Anderson,DAL,2017
J.J. Barea,DAL,2017
Harrison Barnes,DAL,2017
Ben Bentil,DAL,2017
Andrew Bogut,DAL,2017
Nicolas Brussino,DAL,2017
Quinn Cook,DAL,2017
Seth Curry,DAL,2017
Yogi Ferrell,DAL,2017
Dorian Finney-Smith,DAL,2017
Jonathan Gibson,DAL,2017
A.J. Hammons,DAL,2017
Devin Harris,DAL,2017
Manny Harris,DAL,2017
Pierre Jackson,DAL,2017
DeAndre Liggins,DAL,2017
Wesley Matthews,DAL,2017
Salah Mejri,DAL,2017
Nerlens Noel,DAL,2017
Dirk Nowitzki,DAL,2017
Dwight Powell,DAL,2017
Jarrod Uthoff,DAL,2017
Deron Williams,DAL,2017
Justin Anderson,DAL,2016
J.J. Barea,DAL,2016
Jeremy Evans,DAL,2016
Raymond Felton,DAL,2016
Devin Harris,DAL,2016
John Jenkins,DAL,2016
David Lee,DAL,2016
Wesley Matthews,DAL,2016
JaVale McGee,DAL,2016
Salah Mejri,DAL,2016
Dirk Nowitzki,DAL,2016
Zaza Pachulia,DAL,2016
Chandler Parsons,DAL,2016
Dwight Powell,DAL,2016
Charlie Villanueva,DAL,2016
Deron Williams,DAL,2016
Al-Farouq Aminu,DAL,2015
J.J. Barea,DAL,2015
Tyson Chandler,DAL,2015
Jae Crowder,DAL,2015
Monta Ellis,DAL,2015
Raymond Felton,DAL,2015
Devin Harris,DAL,2015
Bernard James,DAL,2015
Richard Jefferson,DAL,2015
Ricky Ledo,DAL,2015
Jameer Nelson,DAL,2015
Dirk Nowitzki,DAL,2015
Chandler Parsons,DAL,2015
Dwight Powell,DAL,2015
Rajon Rondo,DAL,2015
Greg Smith,DAL,2015
Amar'e Stoudemire,DAL,2015
Charlie Villanueva,DAL,2015
Brandan Wright,DAL,2015
DeJuan Blair,DAL,2014
Jose Calderon,DAL,2014
Vince Carter,DAL,2014
Jae Crowder,DAL,2014
Samuel Dalembert,DAL,2014
Wayne Ellington,DAL,2014
Monta Ellis,DAL,2014
Devin Harris,DAL,2014
Bernard James,DAL,2014
Shane Larkin,DAL,2014
Ricky Ledo,DAL,2014
Shawn Marion,DAL,2014
Gal Mekel,DAL,2014
Dirk Nowitzki,DAL,2014
Brandan Wright,DAL,2014
Josh Akognon,DAL,2013
Rodrigue Beaubois,DAL,2013
Elton Brand,DAL,2013
Vince Carter,DAL,2013
Darren Collison,DAL,2013
Jae Crowder,DAL,2013
Jared Cunningham,DAL,2013
Eddy Curry,DAL,2013
Justin Dentmon,DAL,2013
Chris Douglas-Roberts,DAL,2013
Derek Fisher,DAL,2013
Bernard James,DAL,2013
Mike James,DAL,2013
Dahntay Jones,DAL,2013
Dominique Jones,DAL,2013
Chris Kaman,DAL,2013
Shawn Marion,DAL,2013
O.J. Mayo,DAL,2013
Anthony Morrow,DAL,2013
Troy Murphy,DAL,2013
Dirk Nowitzki,DAL,2013
Brandan Wright,DAL,2013
Chris Wright,DAL,2013
Kelenna Azubuike,DAL,2012
Rodrigue Beaubois,DAL,2012
Brian Cardinal,DAL,2012
Vince Carter,DAL,2012
Brendan Haywood,DAL,2012
Yi Jianlian,DAL,2012
Dominique Jones,DAL,2012
Jason Kidd,DAL,2012
Ian Mahinmi,DAL,2012
Shawn Marion,DAL,2012
Dirk Nowitzki,DAL,2012
Lamar Odom,DAL,2012
Jason Terry,DAL,2012
Delonte West,DAL,2012
Sean Williams,DAL,2012
Brandan Wright,DAL,2012
Alexis Ajinca,DAL,2011
J.J. Barea,DAL,2011
Rodrigue Beaubois,DAL,2011
Corey Brewer,DAL,2011
Caron Butler,DAL,2011
Brian Cardinal,DAL,2011
Tyson Chandler,DAL,2011
Brendan Haywood,DAL,2011
Dominique Jones,DAL,2011
Jason Kidd,DAL,2011
Ian Mahinmi,DAL,2011
Shawn Marion,DAL,2011
Steve Novak,DAL,2011
Dirk Nowitzki,DAL,2011
Sasha Pavlovic,DAL,2011
DeShawn Stevenson,DAL,2011
Peja Stojakovic,DAL,2011
Jason Terry,DAL,2011
J.J. Barea,DAL,2010
Rodrigue Beaubois,DAL,2010
Caron Butler,DAL,2010
Matt Carroll,DAL,2010
Erick Dampier,DAL,2010
Drew Gooden,DAL,2010
Brendan Haywood,DAL,2010
Josh Howard,DAL,2010
Kris Humphries,DAL,2010
Jason Kidd,DAL,2010
Shawn Marion,DAL,2010
Eduardo Najera,DAL,2010
Dirk Nowitzki,DAL,2010
Quinton Ross,DAL,2010
James Singleton,DAL,2010
DeShawn Stevenson,DAL,2010
Jason Terry,DAL,2010
Tim Thomas,DAL,2010
J.J. Barea,DAL,2009
Brandon Bass,DAL,2009
Matt Carroll,DAL,2009
Erick Dampier,DAL,2009
DeSagana Diop,DAL,2009
Devean George,DAL,2009
Gerald Green,DAL,2009
Ryan Hollins,DAL,2009
Josh Howard,DAL,2009
Jason Kidd,DAL,2009
Dirk Nowitzki,DAL,2009
James Singleton,DAL,2009
Jerry Stackhouse,DAL,2009
Jason Terry,DAL,2009
Shawne Williams,DAL,2009
Antoine Wright,DAL,2009
Maurice Ager,DAL,2008
Malik Allen,DAL,2008
J.J. Barea,DAL,2008
Brandon Bass,DAL,2008
Erick Dampier,DAL,2008
DeSagana Diop,DAL,2008
Nick Fazekas,DAL,2008
Devean George,DAL,2008
Devin Harris,DAL,2008
Trenton Hassell,DAL,2008
Josh Howard,DAL,2008
Juwan Howard,DAL,2008
Eddie Jones,DAL,2008
Jason Kidd,DAL,2008
Tyronn Lue,DAL,2008
Jamaal Magloire,DAL,2008
Dirk Nowitzki,DAL,2008
Jerry Stackhouse,DAL,2008
Jason Terry,DAL,2008
Antoine Wright,DAL,2008
Maurice Ager,DAL,2007
J.J. Barea,DAL,2007
Greg Buckner,DAL,2007
Austin Croshere,DAL,2007
Erick Dampier,DAL,2007
DeSagana Diop,DAL,2007
Devean George,DAL,2007
Devin Harris,DAL,2007
Josh Howard,DAL,2007
Didier Ilunga-Mbenga,DAL,2007
Anthony Johnson,DAL,2007
Pops Mensah-Bonsu,DAL,2007
Dirk Nowitzki,DAL,2007
Jerry Stackhouse,DAL,2007
Jason Terry,DAL,2007
Kevin Willis,DAL,2007
Darrell Armstrong,DAL,2006
Doug Christie,DAL,2006
Erick Dampier,DAL,2006
Marquis Daniels,DAL,2006
DeSagana Diop,DAL,2006
Adrian Griffin,DAL,2006
Devin Harris,DAL,2006
Josh Howard,DAL,2006
Didier Ilunga-Mbenga,DAL,2006
Rawle Marshall,DAL,2006
Dirk Nowitzki,DAL,2006
Pavel Podkolzin,DAL,2006
Josh Powell,DAL,2006
Jerry Stackhouse,DAL,2006
Jason Terry,DAL,2006
Keith Van Horn,DAL,2006
Darrell Armstrong,DAL,2005
Calvin Booth,DAL,2005
Shawn Bradley,DAL,2005
Erick Dampier,DAL,2005
Marquis Daniels,DAL,2005
Dan Dickau,DAL,2005
Michael Finley,DAL,2005
Devin Harris,DAL,2005
Alan Henderson,DAL,2005
Josh Howard,DAL,2005
Didier Ilunga-Mbenga,DAL,2005
Dirk Nowitzki,DAL,2005
Pavel Podkolzin,DAL,2005
Jerry Stackhouse,DAL,2005
Jason Terry,DAL,2005
Keith Van Horn,DAL,2005
Travis Best,DAL,2004
Shawn Bradley,DAL,2004
Marquis Daniels,DAL,2004
Tony Delk,DAL,2004
Michael Finley,DAL,2004
Danny Fortson,DAL,2004
Josh Howard,DAL,2004
Antawn Jamison,DAL,2004
Mamadou N'Diaye,DAL,2004
Eduardo Najera,DAL,2004
Steve Nash,DAL,2004
Dirk Nowitzki,DAL,2004
Antoine Walker,DAL,2004
Scott Williams,DAL,2004
Tariq Abdul-Wahad,DAL,2003
Raja Bell,DAL,2003
Shawn Bradley,DAL,2003
Evan Eschmeyer,DAL,2003
Michael Finley,DAL,2003
Adrian Griffin,DAL,2003
Adam Harrington,DAL,2003
Avery Johnson,DAL,2003
Popeye Jones,DAL,2003
Raef LaFrentz,DAL,2003
Eduardo Najera,DAL,2003
Steve Nash,DAL,2003
Dirk Nowitzki,DAL,2003
Antoine Rigaudeau,DAL,2003
Mark Strickland,DAL,2003
Nick Van Exel,DAL,2003
Walt Williams,DAL,2003
Tariq Abdul-Wahad,DAL,2002
Charlie Bell,DAL,2002
Shawn Bradley,DAL,2002
Greg Buckner,DAL,2002
Evan Eschmeyer,DAL,2002
Michael Finley,DAL,2002
Adrian Griffin,DAL,2002
Tim Hardaway,DAL,2002
Donnell Harvey,DAL,2002
Juwan Howard,DAL,2002
Avery Johnson,DAL,2002
Raef LaFrentz,DAL,2002
Danny Manning,DAL,2002
Darrick Martin,DAL,2002
Eduardo Najera,DAL,2002
Steve Nash,DAL,2002
Johnny Newman,DAL,2002
Dirk Nowitzki,DAL,2002
Nick Van Exel,DAL,2002
Wang Zhizhi,DAL,2002
Courtney Alexander,DAL,2001
Calvin Booth,DAL,2001
Shawn Bradley,DAL,2001
Mark Bryant,DAL,2001
Greg Buckner,DAL,2001
Bill Curley,DAL,2001
Hubert Davis,DAL,2001
Howard Eisley,DAL,2001
Obinna Ekezie,DAL,2001
Michael Finley,DAL,2001
Donnell Harvey,DAL,2001
Juwan Howard,DAL,2001
Christian Laettner,DAL,2001
Vernon Maxwell,DAL,2001
Eduardo Najera,DAL,2001
Steve Nash,DAL,2001
Dirk Nowitzki,DAL,2001
Gary Trent,DAL,2001
Loy Vaught,DAL,2001
Wang Zhizhi,DAL,2001
Shawn Bradley,DAL,2000
Greg Buckner,DAL,2000
Cedric Ceballos,DAL,2000
Hubert Davis,DAL,2000
Michael Finley,DAL,2000
Rick Hughes,DAL,2000
Randell Jackson,DAL,2000
Damon Jones,DAL,2000
Steve Nash,DAL,2000
Dirk Nowitzki,DAL,2000
Robert Pack,DAL,2000
Rodrick Rhodes,DAL,2000
Dennis Rodman,DAL,2000
Sean Rooks,DAL,2000
Erick Strickland,DAL,2000
Bruno Sundov,DAL,2000
Gary Trent,DAL,2000
Chris Anstey,DAL,1999
Shawn Bradley,DAL,1999
Cedric Ceballos,DAL,1999
Hubert Davis,DAL,1999
Michael Finley,DAL,1999
A.C. Green,DAL,1999
Steve Nash,DAL,1999
Dirk Nowitzki,DAL,1999
Robert Pack,DAL,1999
Erick Strickland,DAL,1999
Bruno Sundov,DAL,1999
Gary Trent,DAL,1999
Samaki Walker,DAL,1999
Hot Rod Williams,DAL,1999
Chris Anstey,DAL,1998
Shawn Bradley,DAL,1998
Adrian Caldwell,DAL,1998
Cedric Ceballos,DAL,1998
Hubert Davis,DAL,1998
Michael Finley,DAL,1998
A.C. Green,DAL,1998
Martin Muursepp,DAL,1998
Kevin Ollie,DAL,1998
Robert Pack,DAL,1998
Khalid Reeves,DAL,1998
Shawn Respert,DAL,1998
Eric Riley,DAL,1998
Dennis Scott,DAL,1998
Erick Strickland,DAL,1998
Kurt Thomas,DAL,1998
Samaki Walker,DAL,1998
Bubba Wells,DAL,1998
Shawn Bradley,DAL,1997
Sam Cassell,DAL,1997
Sasha Danilovic,DAL,1997
Greg Dreiling,DAL,1997
Tony Dumas,DAL,1997
Michael Finley,DAL,1997
Chris Gatling,DAL,1997
A.C. Green,DAL,1997
Derek Harper,DAL,1997
Jim Jackson,DAL,1997
Jason Kidd,DAL,1997
Stacey King,DAL,1997
Jamal Mashburn,DAL,1997
George McCloud,DAL,1997
Loren Meyer,DAL,1997
Oliver Miller,DAL,1997
Eric Montross,DAL,1997
Martin Muursepp,DAL,1997
Ed O'Bannon,DAL,1997
Robert Pack,DAL,1997
Khalid Reeves,DAL,1997
Fred Roberts,DAL,1997
Jason Sasser,DAL,1997
Stevin Smith,DAL,1997
Erick Strickland,DAL,1997
Samaki Walker,DAL,1997
Jamie Watson,DAL,1997
Scott Brooks,DAL,1996
Terry Davis,DAL,1996
Tony Dumas,DAL,1996
Lucious Harris,DAL,1996
Donald Hodge,DAL,1996
Jim Jackson,DAL,1996
Popeye Jones,DAL,1996
Jason Kidd,DAL,1996
Jamal Mashburn,DAL,1996
George McCloud,DAL,1996
Loren Meyer,DAL,1996
Cherokee Parks,DAL,1996
Reggie Slater,DAL,1996
Lorenzo Williams,DAL,1996
David Wood,DAL,1996
Scott Brooks,DAL,1995
Terry Davis,DAL,1995
Tony Dumas,DAL,1995
Lucious Harris,DAL,1995
Donald Hodge,DAL,1995
Jim Jackson,DAL,1995
Popeye Jones,DAL,1995
Jason Kidd,DAL,1995
Jamal Mashburn,DAL,1995
George McCloud,DAL,1995
Doug Smith,DAL,1995
Roy Tarpley,DAL,1995
Morlon Wiley,DAL,1995
Lorenzo Williams,DAL,1995
Chucky Brown,DAL,1994
Tony Campbell,DAL,1994
Terry Davis,DAL,1994
Greg Dreiling,DAL,1994
Derek Harper,DAL,1994
Lucious Harris,DAL,1994
Donald Hodge,DAL,1994
Jim Jackson,DAL,1994
Popeye Jones,DAL,1994
Tim Legler,DAL,1994
Fat Lever,DAL,1994
Jamal Mashburn,DAL,1994
Darren Morningstar,DAL,1994
Sean Rooks,DAL,1994
Doug Smith,DAL,1994
Randy White,DAL,1994
Morlon Wiley,DAL,1994
Lorenzo Williams,DAL,1994
Steve Bardo,DAL,1993
Walter Bond,DAL,1993
Dexter Cambridge,DAL,1993
Radisav Curcic,DAL,1993
Terry Davis,DAL,1993
Derek Harper,DAL,1993
Donald Hodge,DAL,1993
Brian Howard,DAL,1993
Mike Iuzzolino,DAL,1993
Jim Jackson,DAL,1993
Tim Legler,DAL,1993
Tracy Moore,DAL,1993
Walter Palmer,DAL,1993
Sean Rooks,DAL,1993
Doug Smith,DAL,1993
Lamont Strothers,DAL,1993
Randy White,DAL,1993
Morlon Wiley,DAL,1993
Rolando Blackman,DAL,1992
Brad Davis,DAL,1992
Terry Davis,DAL,1992
James Donaldson,DAL,1992
Tom Garrick,DAL,1992
Derek Harper,DAL,1992
Donald Hodge,DAL,1992
Brian Howard,DAL,1992
Mike Iuzzolino,DAL,1992
Fat Lever,DAL,1992
Rodney McCray,DAL,1992
Tracy Moore,DAL,1992
Brian Quinnett,DAL,1992
Doug Smith,DAL,1992
Joao Vianna,DAL,1992
Randy White,DAL,1992
Herb Williams,DAL,1992
Steve Alford,DAL,1991
Rolando Blackman,DAL,1991
Brad Davis,DAL,1991
James Donaldson,DAL,1991
Alex English,DAL,1991
Jim Grandholm,DAL,1991
Derek Harper,DAL,1991
Fat Lever,DAL,1991
Rodney McCray,DAL,1991
John Shasky,DAL,1991
Roy Tarpley,DAL,1991
Kelvin Upshaw,DAL,1991
Randy White,DAL,1991
Herb Williams,DAL,1991
Howard Wright,DAL,1991
Steve Alford,DAL,1990
Rolando Blackman,DAL,1990
Adrian Dantley,DAL,1990
Brad Davis,DAL,1990
James Donaldson,DAL,1990
Derek Harper,DAL,1990
Anthony Jones,DAL,1990
Bob McCann,DAL,1990
Sam Perkins,DAL,1990
Roy Tarpley,DAL,1990
Kelvin Upshaw,DAL,1990
Mark Wade,DAL,1990
Bill Wennington,DAL,1990
Randy White,DAL,1990
Herb Williams,DAL,1990
Mark Aguirre,DAL,1989
Steve Alford,DAL,1989
Uwe Blab,DAL,1989
Rolando Blackman,DAL,1989
Adrian Dantley,DAL,1989
Brad Davis,DAL,1989
James Donaldson,DAL,1989
Derek Harper,DAL,1989
Anthony Jones,DAL,1989
Sam Perkins,DAL,1989
Detlef Schrempf,DAL,1989
Roy Tarpley,DAL,1989
Terry Tyler,DAL,1989
Bill Wennington,DAL,1989
Morlon Wiley,DAL,1989
Herb Williams,DAL,1989
Mark Aguirre,DAL,1988
Steve Alford,DAL,1988
Uwe Blab,DAL,1988
Rolando Blackman,DAL,1988
Brad Davis,DAL,1988
James Donaldson,DAL,1988
Jim Farmer,DAL,1988
Derek Harper,DAL,1988
Sam Perkins,DAL,1988
Detlef Schrempf,DAL,1988
Roy Tarpley,DAL,1988
Bill Wennington,DAL,1988
Mark Aguirre,DAL,1987
Uwe Blab,DAL,1987
Rolando Blackman,DAL,1987
Brad Davis,DAL,1987
James Donaldson,DAL,1987
Derek Harper,DAL,1987
Myron Jackson,DAL,1987
Dennis Nutt,DAL,1987
Sam Perkins,DAL,1987
Detlef Schrempf,DAL,1987
Roy Tarpley,DAL,1987
Bill Wennington,DAL,1987
Al Wood,DAL,1987
Mark Aguirre,DAL,1986
Uwe Blab,DAL,1986
Rolando Blackman,DAL,1986
Wallace Bryant,DAL,1986
